datetime,month,day,weekday,hour,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,log_casual,log_registered
2011-01-03 01:00:00,1,3,1,1,1,0,1,1,8.2,8.335,44,27.9993,0,2,2,0.0,1.09861228867
2011-01-03 04:00:00,1,3,1,4,1,0,1,1,6.56,6.82,47,26.0027,0,1,1,0.0,0.69314718056
2011-01-03 05:00:00,1,3,1,5,1,0,1,1,6.56,6.82,47,19.0012,0,3,3,0.0,1.38629436112
2011-01-03 06:00:00,1,3,1,6,1,0,1,1,5.74,5.305,50,26.0027,0,30,30,0.0,3.43398720449
2011-01-03 07:00:00,1,3,1,7,1,0,1,1,5.74,6.82,50,12.998,1,63,64,0.69314718056,4.15888308336
2011-01-03 08:00:00,1,3,1,8,1,0,1,1,5.74,6.06,50,19.0012,1,153,154,0.69314718056,5.03695260241
2011-01-03 09:00:00,1,3,1,9,1,0,1,1,6.56,6.82,43,26.0027,7,81,88,2.07944154168,4.40671924726
2011-01-03 10:00:00,1,3,1,10,1,0,1,1,7.38,8.335,43,16.9979,11,33,44,2.48490664979,3.52636052462
2011-01-03 11:00:00,1,3,1,11,1,0,1,1,8.2,9.09,40,22.0028,10,41,51,2.3978952728,3.73766961828
2011-01-03 12:00:00,1,3,1,12,1,0,1,1,9.02,10.605,35,19.9995,13,48,61,2.63905732962,3.89182029811
2011-01-03 13:00:00,1,3,1,13,1,0,1,1,9.84,10.605,35,19.0012,8,53,61,2.19722457734,3.98898404656
2011-01-03 14:00:00,1,3,1,14,1,0,1,1,10.66,12.12,30,19.0012,11,66,77,2.48490664979,4.20469261939
2011-01-03 15:00:00,1,3,1,15,1,0,1,1,10.66,12.12,30,16.9979,14,58,72,2.7080502011,4.07753744391
2011-01-03 16:00:00,1,3,1,16,1,0,1,1,10.66,12.12,30,16.9979,9,67,76,2.30258509299,4.21950770518
2011-01-03 17:00:00,1,3,1,17,1,0,1,1,9.84,11.365,30,15.0013,11,146,157,2.48490664979,4.99043258678
2011-01-03 18:00:00,1,3,1,18,1,0,1,1,9.84,12.88,32,7.0015,9,148,157,2.30258509299,5.00394630595
2011-01-03 19:00:00,1,3,1,19,1,0,1,1,8.2,12.88,47,0.0,8,102,110,2.19722457734,4.63472898823
2011-01-03 20:00:00,1,3,1,20,1,0,1,1,8.2,11.365,47,7.0015,3,49,52,1.38629436112,3.91202300543
2011-01-03 21:00:00,1,3,1,21,1,0,1,1,7.38,9.85,64,8.9981,3,49,52,1.38629436112,3.91202300543
2011-01-03 22:00:00,1,3,1,22,1,0,1,1,5.74,7.575,69,8.9981,0,20,20,0.0,3.04452243772
2011-01-03 23:00:00,1,3,1,23,1,0,1,1,7.38,10.605,55,7.0015,1,11,12,0.69314718056,2.48490664979
2011-01-04 00:00:00,1,4,2,0,1,0,1,1,6.56,9.09,55,7.0015,0,5,5,0.0,1.79175946923
2011-01-04 01:00:00,1,4,2,1,1,0,1,1,6.56,9.09,59,7.0015,0,2,2,0.0,1.09861228867
2011-01-04 02:00:00,1,4,2,2,1,0,1,1,5.74,7.575,63,8.9981,0,1,1,0.0,0.69314718056
2011-01-04 04:00:00,1,4,2,4,1,0,1,1,5.74,9.09,63,6.0032,0,2,2,0.0,1.09861228867
2011-01-04 05:00:00,1,4,2,5,1,0,1,1,4.92,7.575,68,7.0015,0,4,4,0.0,1.60943791243
2011-01-04 06:00:00,1,4,2,6,1,0,1,1,4.92,7.575,74,7.0015,0,36,36,0.0,3.61091791264
2011-01-04 07:00:00,1,4,2,7,1,0,1,1,4.92,7.575,74,8.9981,2,92,94,1.09861228867,4.53259949315
2011-01-04 08:00:00,1,4,2,8,1,0,1,1,5.74,7.575,69,11.0014,2,177,179,1.09861228867,5.18178355029
2011-01-04 09:00:00,1,4,2,9,1,0,1,1,6.56,7.575,64,15.0013,2,98,100,1.09861228867,4.59511985013
2011-01-04 10:00:00,1,4,2,10,1,0,1,2,6.56,6.82,69,22.0028,5,37,42,1.79175946923,3.63758615973
2011-01-04 11:00:00,1,4,2,11,1,0,1,1,9.02,10.605,51,19.9995,7,50,57,2.07944154168,3.93182563272
2011-01-04 12:00:00,1,4,2,12,1,0,1,1,9.02,11.365,51,11.0014,12,66,78,2.56494935746,4.20469261939
2011-01-04 13:00:00,1,4,2,13,1,0,1,1,9.84,11.365,56,12.998,18,79,97,2.94443897917,4.38202663467
2011-01-04 14:00:00,1,4,2,14,1,0,1,1,10.66,12.88,52,15.0013,9,54,63,2.30258509299,4.00733318523
2011-01-04 15:00:00,1,4,2,15,1,0,1,1,11.48,13.635,52,16.9979,17,48,65,2.8903717579,3.89182029811
2011-01-04 16:00:00,1,4,2,16,1,0,1,1,12.3,14.395,49,16.9979,15,68,83,2.77258872224,4.2341065046
2011-01-04 17:00:00,1,4,2,17,1,0,1,1,11.48,13.635,48,15.0013,10,202,212,2.3978952728,5.31320597904
2011-01-04 18:00:00,1,4,2,18,1,0,1,1,10.66,12.88,48,12.998,3,179,182,1.38629436112,5.19295685089
2011-01-04 19:00:00,1,4,2,19,1,0,1,1,9.84,12.88,48,7.0015,2,110,112,1.09861228867,4.70953020131
2011-01-04 20:00:00,1,4,2,20,1,0,1,1,9.84,12.88,48,7.0015,1,53,54,0.69314718056,3.98898404656
2011-01-04 21:00:00,1,4,2,21,1,0,1,1,9.02,13.635,64,0.0,0,48,48,0.0,3.89182029811
2011-01-04 22:00:00,1,4,2,22,1,0,1,1,9.02,12.88,64,6.0032,1,34,35,0.69314718056,3.55534806149
2011-01-04 23:00:00,1,4,2,23,1,0,1,1,8.2,11.365,69,6.0032,2,9,11,1.09861228867,2.30258509299
2011-01-05 00:00:00,1,5,3,0,1,0,1,1,8.2,12.88,64,0.0,0,6,6,0.0,1.94591014906
2011-01-05 01:00:00,1,5,3,1,1,0,1,1,6.56,9.85,74,6.0032,0,6,6,0.0,1.94591014906
2011-01-05 02:00:00,1,5,3,2,1,0,1,1,6.56,9.85,74,6.0032,0,2,2,0.0,1.09861228867
2011-01-05 04:00:00,1,5,3,4,1,0,1,1,9.84,11.365,48,15.0013,0,2,2,0.0,1.09861228867
2011-01-05 05:00:00,1,5,3,5,1,0,1,1,9.02,11.365,47,11.0014,0,3,3,0.0,1.38629436112
2011-01-05 06:00:00,1,5,3,6,1,0,1,1,8.2,9.85,47,15.0013,0,33,33,0.0,3.52636052462
2011-01-05 07:00:00,1,5,3,7,1,0,1,1,7.38,9.09,43,12.998,1,87,88,0.69314718056,4.47733681448
2011-01-05 08:00:00,1,5,3,8,1,0,1,1,8.2,9.09,40,19.9995,3,192,195,1.38629436112,5.2626901889
2011-01-05 09:00:00,1,5,3,9,1,0,1,1,9.02,9.85,37,22.0028,6,109,115,1.94591014906,4.70048036579
2011-01-05 10:00:00,1,5,3,10,1,0,1,1,9.02,9.85,37,22.0028,4,53,57,1.60943791243,3.98898404656
2011-01-05 11:00:00,1,5,3,11,1,0,1,1,10.66,11.365,33,22.0028,12,34,46,2.56494935746,3.55534806149
2011-01-05 12:00:00,1,5,3,12,1,0,1,1,10.66,11.365,33,22.0028,5,74,79,1.79175946923,4.31748811354
2011-01-05 13:00:00,1,5,3,13,1,0,1,1,11.48,12.88,30,19.9995,6,65,71,1.94591014906,4.18965474203
2011-01-05 14:00:00,1,5,3,14,1,0,1,1,12.3,14.395,28,12.998,10,52,62,2.3978952728,3.97029191355
2011-01-05 15:00:00,1,5,3,15,1,0,1,1,12.3,14.395,28,12.998,7,55,62,2.07944154168,4.02535169074
2011-01-05 16:00:00,1,5,3,16,1,0,1,1,12.3,15.91,28,6.0032,4,85,89,1.60943791243,4.45434729625
2011-01-05 17:00:00,1,5,3,17,1,0,1,1,9.84,11.365,38,12.998,4,186,190,1.60943791243,5.23110861685
2011-01-05 18:00:00,1,5,3,18,1,0,1,1,9.84,12.12,38,8.9981,3,166,169,1.38629436112,5.11799381242
2011-01-05 19:00:00,1,5,3,19,1,0,1,1,9.84,12.88,38,7.0015,5,127,132,1.79175946923,4.85203026392
2011-01-05 20:00:00,1,5,3,20,1,0,1,1,9.02,11.365,47,11.0014,7,82,89,2.07944154168,4.4188406078
2011-01-05 21:00:00,1,5,3,21,1,0,1,1,8.2,9.85,51,12.998,3,40,43,1.38629436112,3.7135720667
2011-01-05 22:00:00,1,5,3,22,1,0,1,1,7.38,9.85,55,8.9981,1,41,42,0.69314718056,3.73766961828
2011-01-05 23:00:00,1,5,3,23,1,0,1,1,8.2,12.88,47,0.0,1,18,19,0.69314718056,2.94443897917
2011-01-06 00:00:00,1,6,4,0,1,0,1,1,7.38,12.12,55,0.0,0,11,11,0.0,2.48490664979
2011-01-06 01:00:00,1,6,4,1,1,0,1,1,6.56,11.365,64,0.0,0,4,4,0.0,1.60943791243
2011-01-06 02:00:00,1,6,4,2,1,0,1,1,6.56,11.365,64,0.0,0,2,2,0.0,1.09861228867
2011-01-06 04:00:00,1,6,4,4,1,0,1,2,6.56,9.85,64,6.0032,0,1,1,0.0,0.69314718056
2011-01-06 05:00:00,1,6,4,5,1,0,1,2,5.74,9.09,69,6.0032,0,4,4,0.0,1.60943791243
2011-01-06 06:00:00,1,6,4,6,1,0,1,2,5.74,8.335,63,7.0015,0,36,36,0.0,3.61091791264
2011-01-06 07:00:00,1,6,4,7,1,0,1,2,6.56,11.365,59,0.0,0,95,95,0.0,4.56434819147
2011-01-06 08:00:00,1,6,4,8,1,0,1,1,6.56,11.365,59,0.0,3,216,219,1.38629436112,5.37989735354
2011-01-06 09:00:00,1,6,4,9,1,0,1,2,7.38,12.12,51,0.0,6,116,122,1.94591014906,4.7621739348
2011-01-06 10:00:00,1,6,4,10,1,0,1,1,8.2,12.88,47,0.0,3,42,45,1.38629436112,3.76120011569
2011-01-06 11:00:00,1,6,4,11,1,0,1,1,9.02,12.88,44,6.0032,2,57,59,1.09861228867,4.06044301055
2011-01-06 12:00:00,1,6,4,12,1,0,1,1,10.66,14.395,35,0.0,6,78,84,1.94591014906,4.36944785247
2011-01-06 13:00:00,1,6,4,13,1,0,1,1,10.66,13.635,35,7.0015,12,55,67,2.56494935746,4.02535169074
2011-01-06 14:00:00,1,6,4,14,1,0,1,1,11.48,13.635,36,11.0014,11,59,70,2.48490664979,4.09434456222
2011-01-06 15:00:00,1,6,4,15,1,0,1,1,11.48,13.635,36,0.0,8,54,62,2.19722457734,4.00733318523
2011-01-06 16:00:00,1,6,4,16,1,0,1,1,10.66,12.88,38,11.0014,12,74,86,2.56494935746,4.31748811354
2011-01-06 17:00:00,1,6,4,17,1,0,1,1,9.02,11.365,51,11.0014,9,163,172,2.30258509299,5.09986642782
2011-01-06 18:00:00,1,6,4,18,1,0,1,1,9.02,11.365,51,8.9981,5,158,163,1.79175946923,5.06890420222
2011-01-06 19:00:00,1,6,4,19,1,0,1,1,9.02,12.88,55,6.0032,3,109,112,1.38629436112,4.70048036579
2011-01-06 20:00:00,1,6,4,20,1,0,1,1,8.2,10.605,51,11.0014,3,66,69,1.38629436112,4.20469261939
2011-01-06 21:00:00,1,6,4,21,1,0,1,2,9.02,10.605,55,15.0013,0,48,48,0.0,3.89182029811
2011-01-06 22:00:00,1,6,4,22,1,0,1,2,9.02,10.605,51,19.0012,1,51,52,0.69314718056,3.95124371858
2011-01-06 23:00:00,1,6,4,23,1,0,1,2,8.2,9.85,59,12.998,4,19,23,1.60943791243,2.99573227355
2011-01-07 00:00:00,1,7,5,0,1,0,1,2,8.2,9.85,64,12.998,4,13,17,1.60943791243,2.63905732962
2011-01-07 01:00:00,1,7,5,1,1,0,1,2,8.2,9.85,69,15.0013,2,5,7,1.09861228867,1.79175946923
2011-01-07 02:00:00,1,7,5,2,1,0,1,2,8.2,9.85,69,15.0013,0,1,1,0.0,0.69314718056
2011-01-07 04:00:00,1,7,5,4,1,0,1,2,8.2,10.605,69,8.9981,0,1,1,0.0,0.69314718056
2011-01-07 05:00:00,1,7,5,5,1,0,1,3,9.02,13.635,55,0.0,0,5,5,0.0,1.79175946923
2011-01-07 06:00:00,1,7,5,6,1,0,1,2,8.2,12.88,69,0.0,8,26,34,2.19722457734,3.295836866
2011-01-07 07:00:00,1,7,5,7,1,0,1,1,8.2,10.605,69,8.9981,8,76,84,2.19722457734,4.34380542185
2011-01-07 08:00:00,1,7,5,8,1,0,1,1,8.2,9.85,51,16.9979,20,190,210,3.04452243772,5.25227342805
2011-01-07 09:00:00,1,7,5,9,1,0,1,1,8.2,9.09,47,19.9995,9,125,134,2.30258509299,4.83628190695
2011-01-07 10:00:00,1,7,5,10,1,0,1,1,9.02,9.85,37,22.0028,16,47,63,2.83321334406,3.87120101091
2011-01-07 11:00:00,1,7,5,11,1,0,1,2,8.2,9.85,40,15.0013,19,48,67,2.99573227355,3.89182029811
2011-01-07 12:00:00,1,7,5,12,1,0,1,2,8.2,9.85,37,16.9979,9,50,59,2.30258509299,3.93182563272
2011-01-07 13:00:00,1,7,5,13,1,0,1,2,8.2,9.09,37,19.0012,9,64,73,2.30258509299,4.1743872699
2011-01-07 14:00:00,1,7,5,14,1,0,1,2,8.2,9.85,40,16.9979,7,43,50,2.07944154168,3.78418963392
2011-01-07 15:00:00,1,7,5,15,1,0,1,2,8.2,10.605,37,11.0014,9,63,72,2.30258509299,4.15888308336
2011-01-07 16:00:00,1,7,5,16,1,0,1,2,8.2,10.605,37,11.0014,5,82,87,1.79175946923,4.4188406078
2011-01-07 17:00:00,1,7,5,17,1,0,1,2,8.2,12.88,37,0.0,9,178,187,2.30258509299,5.18738580584
2011-01-07 18:00:00,1,7,5,18,1,0,1,1,8.2,11.365,40,6.0032,7,116,123,2.07944154168,4.7621739348
2011-01-07 19:00:00,1,7,5,19,1,0,1,1,6.56,9.85,55,6.0032,3,92,95,1.38629436112,4.53259949315
2011-01-07 20:00:00,1,7,5,20,1,0,1,1,7.38,10.605,47,7.0015,1,50,51,0.69314718056,3.93182563272
2011-01-07 21:00:00,1,7,5,21,1,0,1,1,7.38,9.85,47,8.9981,0,39,39,0.0,3.68887945411
2011-01-07 22:00:00,1,7,5,22,1,0,1,2,7.38,9.85,43,11.0014,2,34,36,1.09861228867,3.55534806149
2011-01-07 23:00:00,1,7,5,23,1,0,1,2,7.38,9.85,51,11.0014,1,14,15,0.69314718056,2.7080502011
2011-01-08 00:00:00,1,8,6,0,1,0,0,2,7.38,9.85,51,11.0014,1,24,25,0.69314718056,3.21887582487
2011-01-08 01:00:00,1,8,6,1,1,0,0,2,7.38,10.605,55,6.0032,1,15,16,0.69314718056,2.77258872224
2011-01-08 02:00:00,1,8,6,2,1,0,0,2,7.38,12.12,55,0.0,3,13,16,1.38629436112,2.63905732962
2011-01-08 03:00:00,1,8,6,3,1,0,0,3,7.38,9.85,55,11.0014,0,7,7,0.0,2.07944154168
2011-01-08 04:00:00,1,8,6,4,1,0,0,3,7.38,9.85,55,11.0014,0,1,1,0.0,0.69314718056
2011-01-08 05:00:00,1,8,6,5,1,0,0,2,6.56,8.335,74,11.0014,0,5,5,0.0,1.79175946923
2011-01-08 06:00:00,1,8,6,6,1,0,0,2,6.56,8.335,74,11.0014,0,2,2,0.0,1.09861228867
2011-01-08 07:00:00,1,8,6,7,1,0,0,2,6.56,9.09,74,7.0015,1,8,9,0.69314718056,2.19722457734
2011-01-08 08:00:00,1,8,6,8,1,0,0,3,6.56,9.09,93,7.0015,0,15,15,0.0,2.77258872224
2011-01-08 09:00:00,1,8,6,9,1,0,0,3,6.56,9.09,93,7.0015,0,20,20,0.0,3.04452243772
2011-01-08 10:00:00,1,8,6,10,1,0,0,2,7.38,9.85,80,11.0014,5,56,61,1.79175946923,4.04305126783
2011-01-08 11:00:00,1,8,6,11,1,0,0,2,8.2,9.09,69,26.0027,2,60,62,1.09861228867,4.11087386417
2011-01-08 12:00:00,1,8,6,12,1,0,0,2,8.2,9.09,59,23.9994,8,90,98,2.19722457734,4.51085950652
2011-01-08 13:00:00,1,8,6,13,1,0,0,1,8.2,9.09,44,22.0028,7,95,102,2.07944154168,4.56434819147
2011-01-08 14:00:00,1,8,6,14,1,0,0,1,8.2,8.335,32,32.9975,12,83,95,2.56494935746,4.43081679884
2011-01-08 15:00:00,1,8,6,15,1,0,0,1,8.2,8.335,32,30.0026,5,69,74,1.79175946923,4.24849524205
2011-01-08 16:00:00,1,8,6,16,1,0,0,1,7.38,6.82,29,30.0026,8,68,76,2.19722457734,4.2341065046
2011-01-08 17:00:00,1,8,6,17,1,0,0,1,6.56,6.06,37,36.9974,5,64,69,1.79175946923,4.1743872699
2011-01-08 18:00:00,1,8,6,18,1,0,0,1,5.74,6.06,39,19.9995,3,52,55,1.38629436112,3.97029191355
2011-01-08 19:00:00,1,8,6,19,1,0,0,1,5.74,6.06,36,16.9979,4,26,30,1.60943791243,3.295836866
2011-01-08 20:00:00,1,8,6,20,1,0,0,1,4.92,6.06,36,16.9979,0,28,28,0.0,3.36729582999
2011-01-08 21:00:00,1,8,6,21,1,0,0,1,4.92,5.305,39,23.9994,2,35,37,1.09861228867,3.58351893846
2011-01-08 22:00:00,1,8,6,22,1,0,0,1,4.92,5.305,36,26.0027,1,33,34,0.69314718056,3.52636052462
2011-01-08 23:00:00,1,8,6,23,1,0,0,1,4.1,3.03,39,30.0026,0,22,22,0.0,3.13549421593
2011-01-09 00:00:00,1,9,7,0,1,0,0,1,4.1,3.79,42,26.0027,1,24,25,0.69314718056,3.21887582487
2011-01-09 01:00:00,1,9,7,1,1,0,0,1,4.1,3.03,42,31.0009,0,12,12,0.0,2.56494935746
2011-01-09 02:00:00,1,9,7,2,1,0,0,1,4.1,3.03,46,31.0009,0,11,11,0.0,2.48490664979
2011-01-09 03:00:00,1,9,7,3,1,0,0,1,4.1,3.79,46,27.9993,0,4,4,0.0,1.60943791243
2011-01-09 04:00:00,1,9,7,4,1,0,0,1,3.28,4.545,53,12.998,0,1,1,0.0,0.69314718056
2011-01-09 05:00:00,1,9,7,5,1,0,0,1,3.28,4.545,53,12.998,0,1,1,0.0,0.69314718056
2011-01-09 06:00:00,1,9,7,6,1,0,0,1,4.1,4.545,49,19.0012,0,1,1,0.0,0.69314718056
2011-01-09 07:00:00,1,9,7,7,1,0,0,1,3.28,4.545,53,12.998,1,5,6,0.69314718056,1.79175946923
2011-01-09 08:00:00,1,9,7,8,1,0,0,1,4.1,4.545,49,19.0012,0,10,10,0.0,2.3978952728
2011-01-09 09:00:00,1,9,7,9,1,0,0,1,4.92,3.79,46,35.0008,0,19,19,0.0,2.99573227355
2011-01-09 10:00:00,1,9,7,10,1,0,0,1,5.74,5.305,43,26.0027,0,49,49,0.0,3.91202300543
2011-01-09 11:00:00,1,9,7,11,1,0,0,1,6.56,6.06,40,35.0008,2,47,49,1.09861228867,3.87120101091
2011-01-09 12:00:00,1,9,7,12,1,0,0,1,7.38,6.82,37,30.0026,4,79,83,1.60943791243,4.38202663467
2011-01-09 13:00:00,1,9,7,13,1,0,0,1,8.2,8.335,34,30.0026,6,69,75,1.94591014906,4.24849524205
2011-01-09 14:00:00,1,9,7,14,1,0,0,1,9.02,9.09,32,31.0009,8,64,72,2.19722457734,4.1743872699
2011-01-09 15:00:00,1,9,7,15,1,0,0,1,9.02,9.85,35,23.9994,5,77,82,1.79175946923,4.35670882669
2011-01-09 16:00:00,1,9,7,16,1,0,0,1,8.2,8.335,34,30.0026,13,79,92,2.63905732962,4.38202663467
2011-01-09 17:00:00,1,9,7,17,1,0,0,1,7.38,7.575,37,26.0027,3,59,62,1.38629436112,4.09434456222
2011-01-09 18:00:00,1,9,7,18,1,0,0,1,6.56,6.82,40,22.0028,4,44,48,1.60943791243,3.80666248977
2011-01-09 19:00:00,1,9,7,19,1,0,0,1,6.56,6.82,43,22.0028,1,40,41,0.69314718056,3.7135720667
2011-01-09 20:00:00,1,9,7,20,1,0,0,1,5.74,6.06,46,16.9979,0,38,38,0.0,3.66356164613
2011-01-09 21:00:00,1,9,7,21,1,0,0,1,5.74,5.305,46,27.9993,1,19,20,0.69314718056,2.99573227355
2011-01-09 22:00:00,1,9,7,22,1,0,0,1,5.74,6.06,46,19.9995,5,10,15,1.79175946923,2.3978952728
2011-01-09 23:00:00,1,9,7,23,1,0,0,1,4.92,6.82,50,12.998,0,6,6,0.0,1.94591014906
2011-01-10 00:00:00,1,10,1,0,1,0,1,1,4.92,6.06,50,19.0012,2,3,5,1.09861228867,1.38629436112
2011-01-10 01:00:00,1,10,1,1,1,0,1,1,4.92,6.06,50,19.0012,1,0,1,0.69314718056,0.0
2011-01-10 02:00:00,1,10,1,2,1,0,1,1,4.92,6.06,50,15.0013,0,3,3,0.0,1.38629436112
2011-01-10 03:00:00,1,10,1,3,1,0,1,1,4.92,6.06,50,15.0013,0,1,1,0.0,0.69314718056
2011-01-10 04:00:00,1,10,1,4,1,0,1,1,4.1,6.06,54,8.9981,1,2,3,0.69314718056,1.09861228867
2011-01-10 05:00:00,1,10,1,5,1,0,1,1,4.1,5.305,54,16.9979,0,3,3,0.0,1.38629436112
2011-01-10 06:00:00,1,10,1,6,1,0,1,1,4.92,6.06,50,19.0012,0,31,31,0.0,3.4657359028
2011-01-10 07:00:00,1,10,1,7,1,0,1,1,4.92,6.06,50,15.0013,2,75,77,1.09861228867,4.33073334029
2011-01-10 08:00:00,1,10,1,8,1,0,1,2,4.92,6.06,50,19.0012,4,184,188,1.60943791243,5.22035582508
2011-01-10 09:00:00,1,10,1,9,1,0,1,2,5.74,6.06,50,16.9979,2,92,94,1.09861228867,4.53259949315
2011-01-10 10:00:00,1,10,1,10,1,0,1,2,5.74,6.06,50,19.9995,0,31,31,0.0,3.4657359028
